OriginalRoll,OriginalPitch,PredictedRoll,CorrectedRoll,FilteredRoll,PredictedPitch,CorrectedPitch,FilteredPitch
30.321,30.332,29.4079,29.6546,29.8346,29.9823,30.0768,30.1457
30.7888,30.8148,29.8346,30.0924,30.2805,30.1457,30.3265,30.4584
29.2093,30.4054,30.2805,29.9911,29.7799,30.4584,30.4441,30.4336
29.3072,29.785,29.7799,29.6522,29.559,30.4336,30.2584,30.1305
30,30,29.559,29.6781,29.7651,30.1305,30.0953,30.0695
30.0818,29.9912,29.7651,29.8507,29.9131,30.0695,30.0484,30.0329
29.9248,29.0731,29.9131,29.9163,29.9186,30.0329,29.7736,29.5844
30.6184,29.819,29.9186,30.1076,30.2456,29.5844,29.6478,29.694
29.2154,29.2404,30.2456,29.9673,29.7642,29.694,29.5715,29.482
30.0501,29.2236,29.7642,29.8414,29.8978,29.482,29.4122,29.3613
29.7172,30.0929,29.8978,29.849,29.8134,29.3613,29.5589,29.7032
29.7978,29.6556,29.8134,29.8092,29.8061,29.7032,29.6903,29.6809
29.5181,29.3615,29.8061,29.7283,29.6715,29.6809,29.5946,29.5317
29.5108,29.1393,29.6715,29.6281,29.5964,29.5317,29.4257,29.3483
29.0347,30.8474,29.5964,29.4447,29.3339,29.3483,29.7533,30.0489
30.3074,30.7931,29.3339,29.5969,29.7888,30.0489,30.2499,30.3967
30,30,29.7888,29.8459,29.8875,30.3967,30.2895,30.2113
29.327,30.2073,29.8875,29.7361,29.6256,30.2113,30.2102,30.2094
30,30,29.6256,29.7267,29.8006,30.2094,30.1529,30.1116
30,30,29.8006,29.8544,29.8938,30.1116,30.0814,30.0594
30.8283,30.1548,29.8938,30.1462,30.3305,30.0594,30.0852,30.104
29.8801,30.8041,30.3305,30.2088,30.12,30.104,30.2931,30.4312
29.8863,30.5039,30.12,30.0569,30.0108,30.4312,30.4508,30.4652
29.4573,29.7023,30.0108,29.8613,29.7521,30.4652,30.2591,30.1087
29.0734,30.5347,29.7521,29.5688,29.4349,30.1087,30.2238,30.3078
30.3424,29.6944,29.4349,29.6801,29.859,30.3078,30.1421,30.0211
30.5434,30.2841,29.859,30.0439,30.1789,30.0211,30.0922,30.144
29.8381,30.7852,30.1789,30.0868,30.0196,30.144,30.3172,30.4437
30.724,30.6323,30.0196,30.2099,30.3488,30.4437,30.4946,30.5318
29.6349,30.3276,30.3488,30.1559,30.0152,30.5318,30.4766,30.4364
30,30,30.0152,30.0111,30.0081,30.4364,30.3185,30.2324
30.5781,29.8002,30.0081,30.1621,30.2745,30.2324,30.1157,30.0304
30,30,30.2745,30.2003,30.1462,30.0304,30.0222,30.0162
30.0113,29.0082,30.1462,30.1098,30.0832,30.0162,29.7439,29.5451
29.7806,30.9018,30.0832,30.0014,29.9418,29.5451,29.9117,30.1791
30,30,29.9418,29.9575,29.969,30.1791,30.1307,30.0954
29.4001,29.12,29.969,29.8153,29.7031,30.0954,29.8319,29.6396
30.7335,30.839,29.7031,29.9815,30.1846,29.6396,29.9636,30.2001
30.7056,29.7101,30.1846,30.3254,30.4281,30.2001,30.0677,29.9711
30,30,30.4281,30.3124,30.228,29.9711,29.9789,29.9846
30,30,30.228,30.1664,30.1215,29.9846,29.9888,29.9918
30,30,30.1215,30.0887,30.0647,29.9918,29.994,29.9956
29.5517,30.3049,30.0647,29.9261,29.825,29.9956,30.0792,30.1402
30.21,29.8364,29.825,29.929,30.0049,30.1402,30.0581,29.9982
30.9841,29.2844,30.0049,30.2694,30.4625,29.9982,29.8054,29.6646
29.0503,30.3507,30.4625,30.081,29.8025,29.6646,29.85,29.9852
30.8667,29.3682,29.8025,30.09,30.2999,29.9852,29.8185,29.6969
30.4515,29.8767,30.2999,30.3408,30.3707,29.6969,29.7455,29.7809
29.6401,30.6831,30.3707,30.1733,30.0293,29.7809,30.0246,30.2025
30,30,30.0293,30.0214,30.0156,30.2025,30.1478,30.1079
30.9642,30.1421,30.0156,30.2719,30.4589,30.1079,30.1171,30.1239
29.3537,29.0396,30.4589,30.1603,29.9424,30.1239,29.8309,29.6172
30,30,29.9424,29.958,29.9693,29.6172,29.7206,29.7961
29.5306,30.7723,29.9693,29.8508,29.7643,29.7961,30.0598,30.2523
30,30,29.7643,29.828,29.8744,30.2523,30.1841,30.1344
29.4475,29.6242,29.8744,29.7591,29.6749,30.1344,29.9966,29.896
30.0497,29.175,29.6749,29.7762,29.8501,29.896,29.7012,29.559
30.2802,30.5218,29.8501,29.9663,30.0511,29.559,29.8191,30.009
29.6253,29.0901,30.0511,29.9361,29.8521,30.009,29.7607,29.5796
30.4463,29.6516,29.8521,30.0126,30.1298,29.5796,29.599,29.6132
29.8233,30.3212,30.1298,30.047,29.9866,29.6132,29.8045,29.9441
29.7677,29.9728,29.9866,29.9274,29.8843,29.9441,29.9518,29.9575
29.4534,29.0433,29.8843,29.7679,29.6829,29.9575,29.7105,29.5303
30,30,29.6829,29.7686,29.8311,29.5303,29.6572,29.7498
30,30,29.8311,29.8767,29.91,29.7498,29.8174,29.8667
30.6011,30.9529,29.91,30.0967,30.233,29.8667,30.1602,30.3743
30.566,30.6262,30.233,30.323,30.3886,30.3743,30.4424,30.492
29.7666,29.4279,30.3886,30.2206,30.0979,30.492,30.2045,29.9947
29.2062,30.151,30.0979,29.857,29.6812,29.9947,30.0369,30.0678
30.0601,30.0722,29.6812,29.7836,29.8583,30.0678,30.069,30.0698
30.3359,29.4973,29.8583,29.9873,30.0815,30.0698,29.9152,29.8023
29.9033,30.2936,30.0815,30.0333,29.9982,29.8023,29.935,30.0319
29.2915,30.6089,29.9982,29.8073,29.6679,30.0319,30.1878,30.3015
30.9722,30.8369,29.6679,30.0203,30.2775,30.3015,30.4462,30.5517
29.8469,30.0713,30.2775,30.1611,30.0762,30.5517,30.4219,30.3272
29.1742,30.2313,30.0762,29.8326,29.6547,30.3272,30.3013,30.2824
30,30,29.6547,29.748,29.8161,30.2824,30.2061,30.1504
30.9783,29.8855,29.8161,30.1301,30.3592,30.1504,30.0789,30.0266
30.4005,30.8788,30.3592,30.3704,30.3785,30.0266,30.2568,30.4249
30,30,30.3785,30.2763,30.2016,30.4249,30.3101,30.2263
29.5307,30.3677,30.2016,30.0204,29.8881,30.2263,30.2645,30.2924
30.5675,30.415,29.8881,30.0716,30.2056,30.2924,30.3255,30.3497
30.6013,30.7707,30.2056,30.3125,30.3905,30.3497,30.4634,30.5464
30,30,30.3905,30.285,30.208,30.5464,30.3988,30.2911
30,30,30.208,30.1518,30.1108,30.2911,30.2124,30.155
30,30,30.1108,30.0809,30.059,30.155,30.1132,30.0826
29.0845,29.2757,30.059,29.7957,29.6036,30.0826,29.8646,29.7055
30,30,29.6036,29.7107,29.7889,29.7055,29.7851,29.8431
29.1256,29.3643,29.7889,29.6097,29.4789,29.8431,29.7138,29.6194
29.0836,29.2554,29.4789,29.3721,29.2942,29.6194,29.521,29.4493
29.8783,30.2329,29.2942,29.452,29.5671,29.4493,29.661,29.8155
30.8793,30.748,29.5671,29.9216,30.1804,29.8155,30.0674,30.2513
30.774,29.8213,30.1804,30.3407,30.4578,30.2513,30.1351,30.0503
30.9687,29.6116,30.4578,30.5958,30.6965,30.0503,29.9318,29.8453
30,30,30.6965,30.5084,30.371,29.8453,29.8871,29.9176
30.3533,29.8053,30.371,30.3662,30.3627,29.9176,29.8873,29.8651
30,30,30.3627,30.2647,30.1932,29.8651,29.9016,29.9282
30.5337,30.1026,30.1932,30.2852,30.3523,29.9282,29.9753,30.0097
29.5718,30.3248,30.3523,30.1415,29.9876,30.0097,30.0948,30.1569
29.4883,29.0989,29.9876,29.8527,29.7542,30.1569,29.8711,29.6625
30.6283,30.3604,29.7542,29.9904,30.1627,29.6625,29.851,29.9886
30.0557,29.6216,30.1627,30.1338,30.1127,29.9886,29.8895,29.8171
29.4582,30.2053,30.1127,29.9359,29.8068,29.8171,29.922,29.9985
30.501,30.449,29.8068,29.9944,30.1312,29.9985,30.1202,30.209
30.7241,30.1036,30.1312,30.2914,30.4083,30.209,30.1806,30.1598
30.1671,30.1544,30.4083,30.3431,30.2956,30.1598,30.1583,30.1573
30.6039,29.1652,30.2956,30.3789,30.4397,30.1573,29.8892,29.6936
30.4391,30.275,30.4397,30.4395,30.4394,29.6936,29.8507,29.9653
30,30,30.4394,30.3207,30.2341,29.9653,29.9747,29.9815
30,30,30.2341,30.1708,30.1247,29.9815,29.9865,29.9902
30.8188,30.9425,30.1247,30.3122,30.4491,29.9902,30.2474,30.4352
29.6929,30.2203,30.4491,30.2448,30.0957,30.4352,30.3772,30.3348
30,30,30.0957,30.0698,30.051,30.3348,30.2443,30.1783
30,30,30.051,30.0372,30.0272,30.1783,30.1302,30.095
30.425,29.8269,30.0272,30.1346,30.2131,30.095,30.0226,29.9697
29.4355,30.0553,30.2131,30.003,29.8497,29.9697,29.9928,30.0097
29.4572,29.6178,29.8497,29.7437,29.6663,30.0097,29.9038,29.8266
30,30,29.6663,29.7564,29.8222,29.8266,29.8734,29.9076
29.2176,30.5657,29.8222,29.6589,29.5397,29.9076,30.0854,30.2152
30,30,29.5397,29.664,29.7548,30.2152,30.157,30.1146
29.7962,29.0196,29.7548,29.766,29.7741,30.1146,29.8188,29.6029
30.6864,29.8941,29.7741,30.0206,30.2005,29.6029,29.6816,29.739
30,30,30.2005,30.1463,30.1068,29.739,29.8095,29.861
30.5419,30.7817,30.1068,30.2243,30.3101,29.861,30.1097,30.2912
30.8808,29.7564,30.3101,30.4643,30.5768,30.2912,30.1468,30.0413
30.4087,29.2771,30.5768,30.5314,30.4983,30.0413,29.8348,29.6842
30.028,29.4486,30.4983,30.3712,30.2785,29.6842,29.6205,29.5741
30,30,30.2785,30.2033,30.1483,29.5741,29.6891,29.7731
30.6125,30.3461,30.1483,30.2737,30.3653,29.7731,29.9279,30.0409
30,30,30.3653,30.2666,30.1946,30.0409,30.0298,30.0218
30.8333,30.2474,30.1946,30.3671,30.4931,30.0218,30.0827,30.1272
30,30,30.4931,30.3599,30.2626,30.1272,30.0929,30.0678
30.3124,29.3542,30.2626,30.2761,30.2859,30.0678,29.875,29.7343
30,30,30.2859,30.2087,30.1523,29.7343,29.8061,29.8585
30,30,30.1523,30.1111,30.0811,29.8585,29.8967,29.9246
30.5338,30.6485,30.0811,30.2034,30.2927,29.9246,30.1202,30.2629
30,30,30.2927,30.2136,30.1559,30.2629,30.1919,30.14
29.2158,30.4337,30.1559,29.9019,29.7166,30.14,30.2194,30.2773
30.5618,29.1982,29.7166,29.9449,30.1116,30.2773,29.9858,29.773
29.9795,30.5016,30.1116,30.0759,30.0498,29.773,29.9698,30.1135
29.4043,30.7918,30.0498,29.8755,29.7482,30.1135,30.2967,30.4305
29.1982,30.2972,29.7482,29.5996,29.4912,30.4305,30.3945,30.3682
30.3956,30.1146,29.4912,29.7355,29.9138,30.3682,30.2997,30.2497
30.545,30.6183,29.9138,30.0843,30.2088,30.2497,30.3493,30.4219
30.5787,29.358,30.2088,30.3087,30.3817,30.4219,30.1345,29.9247
29.6779,29.0542,30.3817,30.1915,30.0528,29.9247,29.6896,29.5179
30.9062,30.0203,30.0528,30.2833,30.4516,29.5179,29.6536,29.7527
30.8127,29.4178,30.4516,30.5492,30.6204,29.7527,29.6622,29.5962
29.2615,29.2031,30.6204,30.2533,29.9853,29.5962,29.49,29.4125
30,30,29.9853,29.9893,29.9922,29.4125,29.5712,29.687
30.7779,29.1092,29.9922,30.2044,30.3594,29.687,29.5309,29.417
30.0026,30.3907,30.3594,30.263,30.1926,29.417,29.6801,29.872
30.6396,30.9951,30.1926,30.3134,30.4015,29.872,30.1754,30.3969
30.6232,29.9203,30.4015,30.4614,30.5051,30.3969,30.2681,30.1742
30.4662,30.7889,30.5051,30.4946,30.4869,30.1742,30.3402,30.4614
29.2751,29.8875,30.4869,30.1595,29.9206,30.4614,30.3064,30.1932
30.0514,30.8547,29.9206,29.9559,29.9817,30.1932,30.3719,30.5024
30.835,30.2818,29.9817,30.2122,30.3805,30.5024,30.4428,30.3993
30.1921,30.2367,30.3805,30.3296,30.2924,30.3993,30.3554,30.3233
29.6866,30.3562,30.2924,30.1288,30.0093,30.3233,30.3322,30.3387
30,30,30.0093,30.0068,30.005,30.3387,30.2472,30.1804
29.2495,29.5017,30.005,29.8009,29.6519,30.1804,29.997,29.8632
29.6627,30.293,29.6519,29.6548,29.657,29.8632,29.9793,30.0641
30.6663,30.1904,29.657,29.9296,30.1287,30.0641,30.0982,30.1231
30.5486,30.4996,30.1287,30.2421,30.3249,30.1231,30.2248,30.2991
30.6704,29.5907,30.3249,30.4182,30.4864,30.2991,30.1077,29.968
30.8079,30.1045,30.4864,30.5732,30.6366,29.968,30.0049,30.0318
30.9583,30.1478,30.6366,30.7235,30.787,30.0318,30.0631,30.086
29.5455,29.6608,30.787,30.4516,30.2068,30.086,29.9711,29.8873
30.2389,30.3932,30.2068,30.2155,30.2218,29.8873,30.024,30.1237
29.3873,30.513,30.2218,29.9964,29.8318,30.1237,30.2289,30.3056
29.8278,29.2134,29.8318,29.8307,29.8299,30.3056,30.0106,29.7952
29.6049,30.3895,29.8299,29.7691,29.7248,29.7952,29.9558,30.0729
30.9455,29.008,29.7248,30.0546,30.2953,30.0729,29.7852,29.5753
29.2763,30.6756,30.2953,30.02,29.8191,29.5753,29.8725,30.0895
30.4781,29.3451,29.8191,29.9971,30.1271,30.0895,29.8884,29.7416
30,30,30.1271,30.0927,30.0677,29.7416,29.8114,29.8624
29.0638,30.6076,30.0677,29.7965,29.5985,29.8624,30.0637,30.2106
30.0382,30.3253,29.5985,29.7173,29.804,30.2106,30.2416,30.2642
29.563,30.3947,29.804,29.7389,29.6914,30.2642,30.2995,30.3252
30.73,30.4223,29.6914,29.972,30.1768,30.3252,30.3514,30.3706
30.2491,30.7783,30.1768,30.1963,30.2106,30.3706,30.4807,30.5611
30.064,30.3209,30.2106,30.171,30.1421,30.5611,30.4962,30.4489
29.0951,29.3623,30.1421,29.8592,29.6528,30.4489,30.1553,29.9411
30.1183,29.9027,29.6528,29.7786,29.8703,29.9411,29.9307,29.9231
29.4818,29.7546,29.8703,29.7654,29.6888,29.9231,29.8776,29.8444
29.2047,30.7124,29.6888,29.558,29.4625,29.8444,30.0789,30.25
30,30,29.4625,29.6077,29.7137,30.25,30.1825,30.1332
29.5067,30.4621,29.7137,29.6578,29.617,30.1332,30.222,30.2869
29.2755,29.8734,29.617,29.5247,29.4574,30.2869,30.1752,30.0937
30,30,29.4574,29.604,29.711,30.0937,30.0684,30.0499
29.2772,29.7677,29.711,29.5938,29.5083,30.0499,29.9737,29.918
29.5905,29.7323,29.5083,29.5305,29.5467,29.918,29.8678,29.8312
30,30,29.5467,29.6692,29.7585,29.8312,29.8768,29.9101
30,30,29.7585,29.8238,29.8714,29.9101,29.9344,29.9521
30.0076,29.9539,29.8714,29.9082,29.935,29.9521,29.9526,29.9529
30.5702,30.7541,29.935,30.1066,30.2319,29.9529,30.1694,30.3273
30,30,30.2319,30.1692,30.1235,30.3273,30.2389,30.1744
30.5889,29.8989,30.1235,30.2492,30.341,30.1744,30.0999,30.0456
30.9271,30.9186,30.341,30.4993,30.6149,30.0456,30.2815,30.4536
29.671,30.9459,30.6149,30.3599,30.1738,30.4536,30.5866,30.6837
29.3784,30.2119,30.1738,29.9589,29.8021,30.6837,30.5562,30.4632
30.9481,30.1729,29.8021,30.1117,30.3376,30.4632,30.3848,30.3275
30.3502,30.349,30.3376,30.341,30.3435,30.3275,30.3333,30.3376
29.4016,30.2406,30.3435,30.0891,29.9033,30.3376,30.3114,30.2922
30.6223,30.7267,29.9033,30.0976,30.2393,30.2922,30.4096,30.4953
30.7311,29.1677,30.2393,30.3722,30.4691,30.4953,30.1366,29.8749
30.9496,29.0403,30.4691,30.5989,30.6937,29.8749,29.6494,29.4848
29.7493,29.4625,30.6937,30.4385,30.2523,29.4848,29.4788,29.4744
29.807,29.9966,30.2523,30.132,30.0442,29.4744,29.6155,29.7184
30.4584,29.5369,30.0442,30.1561,30.2378,29.7184,29.6694,29.6336
29.5157,29.252,30.2378,30.0427,29.9003,29.6336,29.5305,29.4553
30.6012,29.3045,29.9003,30.0897,30.2279,29.4553,29.4145,29.3848
29.696,29.8274,30.2279,30.0842,29.9793,29.3848,29.5044,29.5916
29.6583,30.7683,29.9793,29.8926,29.8293,29.5916,29.9095,30.1415
29.1886,29.6278,29.8293,29.6562,29.5299,30.1415,30.0027,29.9014
30,30,29.5299,29.6569,29.7496,29.9014,29.9281,29.9475
29.798,30.3409,29.7496,29.7627,29.7722,29.9475,30.0538,30.1313
30.0749,29.6847,29.7722,29.854,29.9137,30.1313,30.0107,29.9226
30.4719,30.4596,29.9137,30.0645,30.1745,29.9226,30.0677,30.1736
30.279,30.0898,30.1745,30.2028,30.2234,30.1736,30.1509,30.1344
30.3724,29.204,30.2234,30.2636,30.293,30.1344,29.8831,29.6996
30,30,30.293,30.2139,30.1561,29.6996,29.7808,29.84
29.1096,30.1122,30.1561,29.8734,29.667,29.84,29.9135,29.9672
29.9339,29.0924,29.667,29.7391,29.7917,29.9672,29.7309,29.5584
29.391,29.1834,29.7917,29.6835,29.6045,29.5584,29.4571,29.3831
30.5941,30.4435,29.6045,29.8718,30.0669,29.3831,29.6696,29.8787
30.7556,30.9409,30.0669,30.253,30.3888,29.8787,30.1656,30.3751
29.4116,29.1414,30.3888,30.1248,29.9321,30.3751,30.0418,29.7985
30,30,29.9321,29.9505,29.9638,29.7985,29.853,29.8927
30,30,29.9638,29.9736,29.9807,29.8927,29.9217,29.9428
30.6007,30.5799,29.9807,30.1482,30.2705,29.9428,30.1149,30.2406
29.795,30.0873,30.2705,30.142,30.0483,30.2406,30.1992,30.1689
30,30,30.0483,30.0352,30.0257,30.1689,30.1233,30.09
30,30,30.0257,30.0188,30.0137,30.09,30.0657,30.0479
30.4314,29.2983,30.0137,30.1265,30.2089,30.0479,29.8454,29.6976
30,30,30.2089,30.1525,30.1113,29.6976,29.7793,29.8389
29.8665,29.261,30.1113,30.0451,29.9969,29.8389,29.6828,29.5688
29.1387,30.1214,29.9969,29.765,29.5958,29.5688,29.7181,29.8271
29.5382,30.1935,29.5958,29.5803,29.5689,29.8271,29.9261,29.9983
30.9139,30.0078,29.5689,29.9323,30.1975,29.9983,30.0009,30.0027
30.2936,30.7111,30.1975,30.2234,30.2424,30.0027,30.1941,30.3338
30.6445,29.2774,30.2424,30.351,30.4303,30.3338,30.0484,29.8401
29.9511,30.3452,30.4303,30.3008,30.2064,29.8401,29.9766,30.0761
29.328,30.5762,30.2064,29.9691,29.7959,30.0761,30.2112,30.3098
30.5606,29.4832,29.7959,30.0025,30.1533,30.3098,30.0865,29.9235
30.0747,29.267,30.1533,30.132,30.1165,29.9235,29.7462,29.6167
29.0431,29.411,30.1165,29.8265,29.6149,29.6167,29.5611,29.5206
30.1682,29.6016,29.6149,29.7644,29.8735,29.5206,29.5425,29.5584
30.8788,29.9145,29.8735,30.1451,30.3433,29.5584,29.6546,29.7248
30,30,30.3433,30.2505,30.1829,29.7248,29.7992,29.8534
29.5732,29.7917,30.1829,30.0182,29.8979,29.8534,29.8368,29.8246
30,30,29.8979,29.9255,29.9456,29.8246,29.872,29.9066
30.7922,30.2486,29.9456,30.1743,30.3413,29.9066,29.999,30.0664
30.1202,30.768,30.3413,30.2815,30.238,30.0664,30.2559,30.3943
30.8875,29.6025,30.238,30.4134,30.5415,30.3943,30.1804,30.0243
30.6126,30.4568,30.5415,30.5607,30.5747,30.0243,30.1411,30.2264
30.1535,29.6873,30.5747,30.4609,30.3779,30.2264,30.0808,29.9745
29.0412,29.8931,30.3779,30.0168,29.7532,29.9745,29.9525,29.9364
30.2926,29.6351,29.7532,29.8989,30.0053,29.9364,29.855,29.7956
29.2692,29.7446,30.0053,29.8064,29.6613,29.7956,29.7818,29.7718
30.8743,30.4928,29.6613,29.989,30.2282,29.7718,29.9666,30.1087
30,30,30.2282,30.1665,30.1215,30.1087,30.0794,30.0579
30.6982,30.9946,30.1215,30.2773,30.391,30.0579,30.311,30.4957
29.563,30.1864,30.391,30.1673,30.0041,30.4957,30.4121,30.3511
30,30,30.0041,30.003,30.0022,30.3511,30.2563,30.187
30,30,30.0022,30.0016,30.0012,30.187,30.1365,30.0996
30.867,30.9563,30.0012,30.2351,30.4058,30.0996,30.3311,30.5
29.3079,29.4136,30.4058,30.1092,29.8927,30.5,30.2065,29.9923
30.3077,30.8362,29.8927,30.0048,30.0866,29.9923,30.2203,30.3867
30.0074,29.8135,30.0866,30.0652,30.0496,30.3867,30.2318,30.1188
30.3339,29.2373,30.0496,30.1264,30.1825,30.1188,29.8807,29.7069
30,30,30.1825,30.1332,30.0972,29.7069,29.7861,29.8439
30.6219,30.6971,30.0972,30.2389,30.3424,29.8439,30.0744,30.2426
29.304,30.5135,30.3424,30.0619,29.8571,30.2426,30.3158,30.3692
29.8341,30.4191,29.8571,29.8509,29.8464,30.3692,30.3827,30.3925
30,30,29.8464,29.8879,29.9182,30.3925,30.2865,30.2091
30.976,30.4414,29.9182,30.2039,30.4125,30.2091,30.2718,30.3177
30,30,30.4125,30.3011,30.2197,30.3177,30.2318,30.1692
29.7778,30.7181,30.2197,30.1003,30.0132,30.1692,30.3175,30.4257
30.972,29.4934,30.0132,30.2722,30.4613,30.4257,30.1738,29.99
30.5688,29.6729,30.4613,30.4903,30.5115,29.99,29.9043,29.8418
30,30,30.5115,30.3733,30.2725,29.8418,29.8846,29.9157
30.8274,30.8204,30.2725,30.4224,30.5318,29.9157,30.1601,30.3385
29.0505,30.1977,30.5318,30.1316,29.8396,30.3385,30.3005,30.2727
29.2978,29.3116,29.8396,29.6932,29.5864,30.2727,30.0131,29.8236
30,30,29.5864,29.6981,29.7797,29.8236,29.8712,29.906
29.9008,29.2018,29.7797,29.8124,29.8363,29.906,29.7158,29.5769
29.2306,30.7993,29.8363,29.6727,29.5532,29.5769,29.9071,30.1482
30,30,29.5532,29.6739,29.762,30.1482,30.1081,30.0789
30.0007,30.765,29.762,29.8265,29.8736,30.0789,30.2643,30.3995
29.5699,30.7128,29.8736,29.7915,29.7317,30.3995,30.4842,30.5459
29.6644,30.3286,29.7317,29.7135,29.7002,30.5459,30.4872,30.4444
29.2456,29.8911,29.7002,29.5774,29.4878,30.4444,30.2949,30.1858
29.6305,29.5506,29.4878,29.5263,29.5545,30.1858,30.0142,29.889
30.4333,29.6299,29.5545,29.7919,29.9652,29.889,29.819,29.7679
30.7058,30.7924,29.9652,30.1653,30.3113,29.7679,30.0447,30.2467
30.6532,30.8782,30.3113,30.4037,30.4711,30.2467,30.4173,30.5418
29.8193,29.9958,30.4711,30.295,30.1665,30.5418,30.3943,30.2866
30.3896,29.7262,30.1665,30.2268,30.2708,30.2866,30.1352,30.0247
30,30,30.2708,30.1976,30.1442,30.0247,30.018,30.0132
30.2193,30.7392,30.1442,30.1645,30.1793,30.0132,30.2093,30.3525
30.8546,29.6521,30.1793,30.3617,30.4949,30.3525,30.1633,30.0252
29.9128,30.8593,30.4949,30.3376,30.2229,30.0252,30.2505,30.415
29.876,30.7688,30.2229,30.1292,30.0608,30.415,30.5106,30.5803
30,30,30.0608,30.0443,30.0324,30.5803,30.4235,30.3091
29.7059,29.0372,30.0324,29.9442,29.8798,30.3091,29.9655,29.7147
30.3496,29.6516,29.8798,30.0067,30.0993,29.7147,29.6977,29.6852
29.194,29.8756,30.0993,29.8548,29.6763,29.6852,29.7367,29.7742
29.2341,29.0128,29.6763,29.5568,29.4696,29.7742,29.5685,29.4184
30,30,29.4696,29.6129,29.7175,29.4184,29.5755,29.6902
29.6497,30.8029,29.7175,29.6992,29.6858,29.6902,29.9908,30.2102
29.1246,29.6854,29.6858,29.5342,29.4235,30.2102,30.0684,29.9649
30,30,29.4235,29.5793,29.6929,29.9649,29.9744,29.9813
29.9191,30.0931,29.6929,29.754,29.7986,29.9813,30.0115,30.0336
30.1238,29.846,29.7986,29.8865,29.9506,30.0336,29.9829,29.9459
29.4356,29.7963,29.9506,29.8115,29.7099,29.9459,29.9055,29.876
30.0307,29.4965,29.7099,29.7966,29.8598,29.876,29.7735,29.6986
29.9014,30.9018,29.8598,29.8711,29.8793,29.6986,30.0237,30.2609
30.4447,29.8344,29.8793,30.032,30.1435,30.2609,30.1457,30.0616
29.8827,30.6637,30.1435,30.073,30.0216,30.0616,30.2243,30.343
29.2687,29.0202,30.0216,29.8182,29.6698,30.343,29.9856,29.7248
30.4985,29.1685,29.6698,29.8937,30.0571,29.7248,29.5745,29.4648
30,30,30.0571,30.0416,30.0304,29.4648,29.6094,29.7149
30.8185,29.6484,30.0304,30.2433,30.3987,29.7149,29.697,29.6838
29.6035,30.0263,30.3987,30.1839,30.0271,29.6838,29.7764,29.8439
29.1806,30.0798,30.0271,29.7984,29.6315,29.8439,29.9076,29.9541
29.1907,29.2355,29.6315,29.5124,29.4255,29.9541,29.76,29.6183
29.2998,30.2623,29.4255,29.3915,29.3668,29.6183,29.7923,29.9193
30,30,29.3668,29.5378,29.6627,29.9193,29.9411,29.957
30,30,29.6627,29.7538,29.8203,29.957,29.9686,29.9771
30.9484,30.8266,29.8203,30.1251,30.3475,29.9771,30.2066,30.3741
30.5808,30.9937,30.3475,30.4105,30.4565,30.3741,30.5415,30.6637
30,30,30.4565,30.3332,30.2432,30.6637,30.4844,30.3535
29.6962,30.0309,30.2432,30.0954,29.9876,30.3535,30.2664,30.2027
29.6614,30.1751,29.9876,29.8994,29.8351,30.2027,30.1953,30.1898
29.8326,29.9836,29.8351,29.8345,29.834,30.1898,30.1341,30.0935
30,30,29.834,29.8788,29.9116,30.0935,30.0682,30.0498
29.0131,30.7755,29.9116,29.6688,29.4917,30.0498,30.2458,30.3889
29.1293,30.4867,29.4917,29.3938,29.3223,30.3889,30.4153,30.4346
30.4921,30.6533,29.3223,29.6383,29.869,30.4346,30.4937,30.5368
29.7891,30.8699,29.869,29.8474,29.8317,30.5368,30.6268,30.6925
30.6151,30.6373,29.8317,30.0433,30.1978,30.6925,30.6776,30.6667
30.7725,29.8339,30.1978,30.353,30.4664,30.6667,30.4417,30.2775
30,30,30.4664,30.3404,30.2484,30.2775,30.2025,30.1478
29.3816,30.9861,30.2484,30.0142,29.8433,30.1478,30.3743,30.5396
29.5731,30.7957,29.8433,29.7703,29.717,30.5396,30.6088,30.6593
30.1867,30.5658,29.717,29.8439,29.9365,30.6593,30.634,30.6156
29.1216,30.2256,29.9365,29.7164,29.5557,30.6156,30.5102,30.4333
30.6388,30.2501,29.5557,29.8483,30.0619,30.4333,30.3838,30.3477
30.7543,29.4042,30.0619,30.2489,30.3855,30.3477,30.0928,29.9068
29.9078,30.4354,30.3855,30.2564,30.1622,29.9068,30.0496,30.1538
29.8893,30.9321,30.1622,30.0885,30.0347,30.1538,30.3641,30.5175
30.2401,30.2014,30.0347,30.0902,30.1307,30.5175,30.4321,30.3698
29.8409,30.4403,30.1307,30.0524,29.9953,30.3698,30.3888,30.4027
29.6938,29.5891,29.9953,29.9138,29.8544,30.4027,30.1829,30.0225
30.2813,30.1134,29.8544,29.9697,30.0539,30.0225,30.0471,30.065
29.313,30.5047,30.0539,29.8537,29.7077,30.065,30.1838,30.2705
29.8879,30.3896,29.7077,29.7563,29.7919,30.2705,30.3027,30.3261
30,30,29.7919,29.8481,29.8891,30.3261,30.238,30.1737
29.1921,30.6725,29.8891,29.7008,29.5634,30.1737,30.3085,30.4068
30,30,29.5634,29.6813,29.7674,30.4068,30.2969,30.2167
29.6177,29.7201,29.7674,29.727,29.6975,30.2167,30.0825,29.9846
29.9084,30.1593,29.6975,29.7544,29.796,29.9846,30.0318,30.0663
29.6224,30.5511,29.796,29.7491,29.7149,30.0663,30.1972,30.2928
